Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
5725,David Montgomery,6,14,2.3,6,0,0,1,1,19,19.0,0,0,1,3.3,3.3,94.0%,DET,detroit_lions,2023,6,8.99,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5724,Darrynton Evans,9,32,3.6,12,0,0,1,1,2,2.0,0,0,1,3.4,3.4,0.0%,BUF,buffalo_bills,2023,6,17.64,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
5723,Dameon Pierce,13,34,2.6,8,0,0,0,0,0,0.0,0,0,1,3.4,3.4,10.1%,HOU,houston_texans,2023,6,18.69,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
5722,Justice Hill,8,35,4.4,10,0,0,3,3,0,0.0,0,0,1,3.5,3.5,21.4%,BAL,baltimore_ravens,2023,6,19.26,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5721,Rachaad White,7,26,3.7,8,0,0,3,4,12,4.0,0,0,1,3.8,3.8,74.0%,TB,tampa_bay_buccaneers,2023,6,15.16,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Tampa Bay Buccaneers
5720,Jaleel Mclaughlin,7,30,4.3,9,0,0,2,2,12,6.0,0,0,1,4.2,4.2,17.6%,DEN,denver_broncos,2023,6,17.14,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Denver Broncos
5719,Craig Reynolds,10,15,1.5,8,0,0,2,2,28,14.0,0,0,1,4.3,4.3,1.1%,DET,detroit_lions,2023,6,10.32,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5701,Jerome Ford,17,84,4.9,22,1,0,2,2,7,3.5,0,0,1,9.1,9.1,37.4%,CLE,cleveland_browns,2023,6,44.99,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
5702,Jordan Mason,5,27,5.4,10,0,1,0,0,0,0.0,0,0,1,8.7,8.7,69.8%,MIN,minnesota_vikings,2023,6,18.21,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5716,Tyler Allgeier,13,51,3.9,11,0,0,0,1,0,0.0,0,0,1,5.1,5.1,48.7%,ATL,atlanta_falcons,2023,6,27.38,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Atlanta Falcons
5715,Keaontay Ingram,10,40,4.0,12,0,0,2,2,11,5.5,0,0,1,5.1,5.1,0.1%,KC,kansas_city_chiefs,2023,6,22.35,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5703,Bijan Robinson,13,37,2.8,9,0,0,5,8,43,8.6,0,0,1,8.0,8.0,98.7%,ATL,atlanta_falcons,2023,6,22.87,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Atlanta Falcons
5713,Devin Singletary,12,58,4.8,17,0,0,1,2,4,4.0,0,0,1,6.2,6.2,8.8%,NYG,new_york_giants,2023,6,31.22,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Giants
5712,Austin Ekeler,14,27,1.9,6,0,0,4,6,35,8.8,0,0,1,6.2,6.2,69.3%,WAS,washington_commanders,2023,6,17.33,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
5711,Joe Mixon,12,38,3.2,5,0,0,3,4,24,8.0,0,0,1,6.2,6.2,96.9%,HOU,houston_texans,2023,6,22.18,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
5704,Antonio Gibson,3,15,5.0,9,0,0,1,1,1,1.0,1,0,1,7.6,7.6,13.1%,NE,new_england_patriots,2023,6,11.7,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,New England Patriots
5709,Jonathan Taylor,8,19,2.4,5,0,0,5,6,46,9.2,0,0,1,6.5,6.5,98.3%,IND,indianapolis_colts,2023,6,13.46,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Indianapolis Colts
5705,Javonte Williams,10,52,5.2,18,0,0,0,0,0,0.0,0,0,1,7.2,7.2,79.7%,DAL,dallas_cowboys,2023,6,28.78,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5707,James Cook,14,71,5.1,14,0,0,0,0,0,0.0,0,0,1,7.1,7.1,97.7%,BUF,buffalo_bills,2023,6,37.66,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
5706,Alexander Mattison,18,44,2.4,8,0,0,4,7,28,7.0,0,0,1,7.2,7.2,8.8%,MIA,miami_dolphins,2023,6,25.96,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5810,Raheem Mostert,9,45,5.0,21,1,0,1,3,6,6.0,0,0,1,5.1,5.1,15.9%,LV,las_vegas_raiders,2023,7,24.55,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Las Vegas Raiders
5847,Kyle Juszczyk,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.3%,SF,san_francisco_49ers,2023,7,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,San Francisco 49ers
5799,Rhamondre Stevenson,9,34,3.8,14,0,0,6,6,51,8.5,0,0,1,8.5,8.5,83.3%,NE,new_england_patriots,2023,7,21.62,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
5846,Kendre Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,19.5%,NO,new_orleans_saints,2023,7,0.0,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,New Orleans Saints
5797,Jaylen Warren,6,32,5.3,13,0,1,1,2,-1,-1.0,0,0,1,9.1,9.1,85.5%,PIT,pittsburgh_steelers,2023,7,20.84,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
5796,A.J. Dillon,15,61,4.1,15,0,0,2,2,34,17.0,0,0,1,9.5,9.5,5.6%,PHI,philadelphia_eagles,2023,7,34.52,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
5800,Brian Robinson Jr.,8,23,2.9,6,0,1,0,1,0,0.0,0,0,1,8.3,8.3,87.2%,WAS,washington_commanders,2023,7,16.14,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Washington Commanders
5794,Rachaad White,13,34,2.6,17,0,0,6,6,65,10.8,0,0,1,9.9,9.9,74.0%,TB,tampa_bay_buccaneers,2023,7,22.54,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Tampa Bay Buccaneers
5793,Kenneth Walker Iii,26,105,4.0,25,1,0,2,3,6,3.0,0,0,1,11.1,11.1,94.5%,SEA,seattle_seahawks,2023,7,56.2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
5792,Tyler Allgeier,21,59,2.8,19,0,0,3,3,53,17.7,0,0,1,11.2,11.2,48.7%,ATL,atlanta_falcons,2023,7,34.97,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Atlanta Falcons
5842,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,69.8%,MIN,minnesota_vikings,2023,7,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5779,Travis Etienne Jr.,14,53,3.8,17,0,2,3,5,24,8.0,0,0,1,19.7,19.7,84.2%,JAC,jacksonville_jaguars,2023,7,36.77,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5801,Kenneth Gainwell,8,16,2.0,5,0,1,0,0,0,0.0,0,0,1,7.6,7.6,4.2%,PIT,pittsburgh_steelers,2023,7,12.5,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
5780,Christian Mccaffrey,15,45,3.0,9,0,1,3,3,51,17.0,1,1,1,19.6,19.6,98.5%,SF,san_francisco_49ers,2023,7,32.6,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,San Francisco 49ers
5781,Jahmyr Gibbs,11,68,6.2,21,1,1,9,10,58,6.4,0,0,1,18.6,18.6,99.0%,DET,detroit_lions,2023,7,43.23,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Detroit Lions
5782,Jonathan Taylor,18,75,4.2,24,1,1,3,4,45,15.0,0,0,1,18.0,18.0,98.3%,IND,indianapolis_colts,2023,7,45.88,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Indianapolis Colts
5783,Alvin Kamara,17,62,3.6,17,0,0,12,14,91,7.6,0,0,1,17.3,17.3,95.0%,NO,new_orleans_saints,2023,7,39.99,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,New Orleans Saints
5784,James Cook,13,56,4.3,20,1,0,3,3,46,15.3,1,0,1,16.2,16.2,97.7%,BUF,buffalo_bills,2023,7,35.54,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Buffalo Bills
5785,Saquon Barkley,21,77,3.7,12,0,0,3,4,41,13.7,1,1,1,15.8,15.8,99.0%,PHI,philadelphia_eagles,2023,7,45.4,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
5786,Jerome Ford,11,74,6.7,69,1,1,2,4,20,10.0,0,0,1,15.4,15.4,37.4%,CLE,cleveland_browns,2023,7,43.71,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
5787,Kareem Hunt,10,31,3.1,11,0,2,0,1,0,0.0,0,0,1,15.1,15.1,30.4%,KC,kansas_city_chiefs,2023,7,23.76,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5844,Eric Gray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,NYG,new_york_giants,2023,7,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
5789,Najee Harris,14,53,3.8,10,0,1,3,3,15,5.0,0,0,1,12.8,12.8,83.7%,LAC,los_angeles_chargers,2023,7,32.92,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Los Angeles Chargers
5845,Velus Jones Jr.,0,0,0.0,0,0,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0%,NO,new_orleans_saints,2023,7,0.1,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,New Orleans Saints
5802,D'Andre Swift,15,62,4.1,22,1,0,3,3,13,4.3,0,0,1,7.5,7.5,89.4%,CHI,chicago_bears,2023,7,34.06,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
5803,Emari Demercado,13,58,4.5,18,0,0,4,5,17,4.3,0,0,1,7.5,7.5,1.7%,ARI,arizona_cardinals,2023,7,32.22,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Arizona Cardinals
5809,Darrynton Evans,14,48,3.4,11,0,0,1,3,6,6.0,0,0,1,5.4,5.4,0.0%,BUF,buffalo_bills,2023,7,26.31,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Buffalo Bills
5805,Zack Moss,18,57,3.2,21,1,0,1,2,5,5.0,0,0,1,6.2,6.2,16.8%,CIN,cincinnati_bengals,2023,7,31.13,,,,,,,,,,Cincinnati Bengals
5806,Cam Akers,10,31,3.1,13,0,0,2,3,30,15.0,0,0,1,6.1,6.1,2.9%,NO,new_orleans_saints,2023,7,18.66,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,New Orleans Saints
5807,Aaron Jones Sr.,8,35,4.4,11,0,0,3,5,22,7.3,0,0,1,5.7,5.7,90.3%,MIN,minnesota_vikings,2023,7,20.36,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5859,Deejay Dallas,0,0,0.0,0,0,0,1,1,0,0.0,0,1,1,-2.0,-2.0,0.1%,ARI,arizona_cardinals,2023,7,-1.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Arizona Cardinals
5791,Isiah Pacheco,13,32,2.5,6,0,0,4,4,28,7.0,1,0,1,12.0,12.0,90.8%,KC,kansas_city_chiefs,2023,7,22.48,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5795,Javonte Williams,15,82,5.5,21,1,0,3,4,14,4.7,0,0,1,9.6,9.6,79.7%,DAL,dallas_cowboys,2023,7,44.32,,,,,,,,,,Dallas Cowboys
5811,Justice Hill,4,46,11.5,27,1,0,1,1,2,2.0,0,0,1,4.8,4.8,21.4%,BAL,baltimore_ravens,2023,7,25.33,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5812,Jaleel Mclaughlin,5,45,9.0,23,1,0,1,2,1,1.0,0,0,1,4.6,4.6,17.6%,DEN,denver_broncos,2023,7,24.5,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
5813,Austin Ekeler,14,45,3.2,6,0,0,1,2,1,1.0,0,0,1,4.6,4.6,69.3%,WAS,washington_commanders,2023,7,24.53,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Washington Commanders
5814,Alexander Mattison,8,39,4.9,19,0,0,2,3,3,1.5,0,0,1,4.2,4.2,8.8%,MIA,miami_dolphins,2023,7,21.38,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Miami Dolphins
5815,Samaje Perine,2,10,5.0,5,0,0,3,3,31,10.3,0,0,1,4.1,4.1,3.6%,CIN,cincinnati_bengals,2023,7,7.8,,,,,,,,,,Cincinnati Bengals
5816,Josh Jacobs,11,35,3.2,11,0,0,1,4,6,6.0,0,0,1,4.1,4.1,98.5%,GB,green_bay_packers,2023,7,19.48,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Green Bay Packers
5817,Patrick Ricard,0,0,0.0,0,0,0,2,2,31,15.5,0,0,1,3.1,3.1,0.8%,BAL,baltimore_ravens,2023,7,1.75,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5818,Antonio Gibson,2,7,3.5,6,0,0,2,2,24,12.0,0,0,1,3.1,3.1,13.1%,NE,new_england_patriots,2023,7,5.62,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,New England Patriots
5819,Chris Rodriguez Jr.,7,31,4.4,9,0,0,0,0,0,0.0,0,0,1,3.1,3.1,1.9%,WAS,washington_commanders,2023,7,16.86,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Washington Commanders
5820,Zamir White,2,2,1.0,2,0,0,3,3,26,8.7,0,0,1,2.8,2.8,11.0%,LV,las_vegas_raiders,2023,7,2.95,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Las Vegas Raiders
5849,Ty Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,5.2%,BUF,buffalo_bills,2023,7,0.0,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Buffalo Bills
5822,Emanuel Wilson,2,19,9.5,14,0,0,2,2,8,4.0,0,0,1,2.7,2.7,3.5%,GB,green_bay_packers,2023,7,11.72,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Green Bay Packers
5850,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,MIA,miami_dolphins,2023,7,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Miami Dolphins
5824,Pierre Strong Jr.,8,25,3.1,13,0,0,0,0,0,0.0,0,0,1,2.5,2.5,1.0%,CLE,cleveland_browns,2023,7,13.76,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
5825,Craig Reynolds,3,16,5.3,12,0,0,1,1,9,9.0,0,0,1,2.5,2.5,1.1%,DET,detroit_lions,2023,7,9.64,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Detroit Lions
5851,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,houston_texans,2023,7,0.0,,,,,,,,,,Houston Texans
5827,Ty Chandler,0,0,0.0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,4.8%,MIN,minnesota_vikings,2023,7,0.7,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5852,Travis Homer,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.6%,CHI,chicago_bears,2023,7,0.0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
5829,Keaton Mitchell,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,14.8%,BAL,baltimore_ravens,2023,7,0.55,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5854,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2023,7,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5831,Clyde Edwards-Helaire,2,5,2.5,7,0,0,0,1,0,0.0,0,0,1,0.5,0.5,3.2%,NO,new_orleans_saints,2023,7,3.08,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,New Orleans Saints
5856,Elijah Mitchell,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,1,-0.1,-0.1,7.7%,KC,kansas_city_chiefs,2023,7,-0.55,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5858,Michael Burton,1,-2,-2.0,0,0,0,0,0,0,0.0,0,0,1,-0.2,-0.2,0.1%,DEN,denver_broncos,2023,7,-1.2,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
5834,Bijan Robinson,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,98.7%,ATL,atlanta_falcons,2023,7,2.05,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Atlanta Falcons
5835,Salvon Ahmed,2,3,1.5,2,0,0,1,2,0,0.0,0,0,1,0.3,0.3,0.0%,IND,indianapolis_colts,2023,7,2.03,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Indianapolis Colts
5836,Tank Bigsby,2,2,1.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,73.8%,JAC,jacksonville_jaguars,2023,7,1.35,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5808,Cordarrelle Patterson,10,56,5.6,18,0,0,0,0,0,0.0,0,0,1,5.6,5.6,1.0%,PIT,pittsburgh_steelers,2023,7,29.84,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
5843,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2023,7,0.0,,,,,,,,,,New York Jets
5839,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2023,7,0.0,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,Buffalo Bills
5840,Scott Matlock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,15.6%,LAC,los_angeles_chargers,2023,7,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Los Angeles Chargers
5841,Brady Russell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2023,7,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
5890,Najee Harris,7,13,1.9,3,0,0,5,5,42,8.4,0,0,1,5.5,5.5,83.7%,LAC,los_angeles_chargers,2023,8,10.09,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
5870,Zack Moss,11,66,6.0,41,1,1,1,1,8,8.0,0,0,1,13.4,13.4,16.8%,CIN,cincinnati_bengals,2023,8,38.9,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5964,Tank Bigsby,3,9,3.0,9,0,0,0,0,0,0.0,0,1,1,-1.1,-1.1,73.8%,JAC,jacksonville_jaguars,2023,8,4.15,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5963,Hunter Luepke,0,0,0.0,0,0,0,1,1,-2,-2.0,0,0,1,-0.2,-0.2,0.1%,DAL,dallas_cowboys,2023,8,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5962,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DEN,denver_broncos,2023,8,0.0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
5959,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,CHI,chicago_bears,2023,8,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Chicago Bears
5958,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,houston_texans,2023,8,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Houston Texans
5957,Andrew Beck,2,1,0.5,1,0,1,1,1,8,8.0,0,1,1,0.0,0.0,0.0%,NYJ,new_york_jets,2023,8,1.12,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
5955,Miles Sanders,2,0,0.0,4,0,0,0,0,0,0.0,0,0,1,0.0,0.0,12.0%,DAL,dallas_cowboys,2023,8,0.2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5951,Patrick Ricard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,baltimore_ravens,2023,8,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5950,Kyle Juszczyk,2,0,0.0,1,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.3%,SF,san_francisco_49ers,2023,8,0.2,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,San Francisco 49ers
5949,Velus Jones Jr.,0,0,0.0,0,0,0,1,2,4,4.0,0,0,1,0.0,0.0,0.0%,NO,new_orleans_saints,2023,8,0.1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5948,Jashaun Corbin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,ATL,atlanta_falcons,2023,8,0.0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Atlanta Falcons
5947,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,69.8%,MIN,minnesota_vikings,2023,8,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5946,Deuce Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.6%,DAL,dallas_cowboys,2023,8,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5945,Brady Russell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,SEA,seattle_seahawks,2023,8,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Seattle Seahawks
5943,Scott Matlock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,15.6%,LAC,los_angeles_chargers,2023,8,0.0,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
5942,Ty Chandler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,4.8%,MIN,minnesota_vikings,2023,8,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5881,Cam Akers,9,19,2.1,9,0,1,1,1,6,6.0,0,0,1,8.5,8.5,2.9%,NO,new_orleans_saints,2023,8,14.52,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
